"Density","Energy","Grid_Velocity:0","Grid_Velocity:1","Grid_Velocity:2","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Points:0","Points:1","Points:2"
0.00047214,1726.3,0.0039085,0,-0.31998,0.069678,0.046719,0.00069733,0.0050888,689.57,0.68511,850.81,1.1187,1.6,0.01
0.00029864,893.83,0.0056324,0,-0.40384,0.033508,0.0029674,-0.010872,0.0025853,357.42,-0.59729,697.18,1.3332,1.6,0.014411
0.00031967,959.11,0.0048209,0,-0.40385,0.036345,0.0096327,-0.010548,0.0047514,383.5,-0.49658,698.92,1.3333,1.6,0.012334
0.00032237,978.64,0.0081884,0,-0.4038,0.046186,0.0089708,-0.015421,-0.0076354,391.22,-0.46677,707.01,1.3331,1.6,0.02095
0.00031114,940.16,0.0077202,0,-0.40381,0.041904,0.0056821,-0.014378,-0.0054537,375.87,-0.52604,703.48,1.3331,1.6,0.019752
0.00028416,848.67,0.0064367,0,-0.40383,0.031851,-0.0018892,-0.011509,0.00018899,339.37,-0.66698,695.79,1.3332,1.6,0.016469
0.00033574,1032.2,0.0082843,0,-0.40332,0.045088,0.0071157,-0.016984,-0.0047927,412.65,-0.38404,715.35,1.3319,1.6,0.021196
0.00036521,1150.8,0.0084998,0,-0.40224,0.042935,0.002546,-0.020605,0.0015396,460.1,-0.20085,733.96,1.3292,1.6,0.021747
0.00037566,1208.7,0.0086898,0,-0.4013,0.047662,-0.0039788,-0.022954,0.0022302,483.17,-0.11176,748.97,1.3267,1.6,0.022233
0.00038418,1254.8,0.0088324,0,-0.40059,0.051241,-0.0093435,-0.024742,0.0029616,501.53,-0.040874,760.55,1.3249,1.6,0.022598
0.00038401,1269.3,0.008977,0,-0.39987,0.056857,-0.013051,-0.026254,0.0032808,507.24,-0.018848,769.54,1.3231,1.6,0.022968
0.00038283,1290.3,0.0092167,0,-0.39868,0.066378,-0.019243,-0.028803,0.0040427,515.48,0.012991,784.46,1.32,1.6,0.023581
0.00037798,1291.8,0.0094613,0,-0.39745,0.077341,-0.024819,-0.031374,0.0046362,515.83,0.014342,795.28,1.3169,1.6,0.024207
0.00037227,1295.2,0.0097585,0,-0.39595,0.090938,-0.031668,-0.034552,0.0054154,516.87,0.018343,808.88,1.3131,1.6,0.024967
0.00036559,1297.8,0.010137,0,-0.39403,0.10744,-0.039203,-0.038325,0.0064613,517.42,0.020456,824.66,1.3081,1.6,0.025936
0.00036176,1298.1,0.010344,0,-0.39298,0.11652,-0.043306,-0.040383,0.0070116,517.29,0.019967,833.05,1.3054,1.6,0.026467
0.00035928,1302.6,0.010523,0,-0.39206,0.12329,-0.046386,-0.04187,0.007427,518.82,0.025884,841.5,1.3031,1.6,0.026924
0.00035275,1062.4,0.0049893,0,-0.40306,0.050379,0.019158,-0.010663,-0.0029852,424.63,-0.33781,701.06,1.3312,1.6,0.012765
0.00038433,1161.4,0.0051502,0,-0.4023,0.063947,0.028236,-0.010736,-0.010406,464.04,-0.18563,703.41,1.3293,1.6,0.013177
0.00039452,1196.3,0.0053282,0,-0.40141,0.073634,0.034941,-0.010313,-0.010144,477.79,-0.13255,705.52,1.327,1.6,0.013632
0.00040095,1219.4,0.0054556,0,-0.40078,0.080632,0.039741,-0.0099822,-0.009886,486.89,-0.097415,707.45,1.3254,1.6,0.013958
0.00040303,1230.1,0.0057098,0,-0.39943,0.096982,0.04926,-0.0086415,-0.0099586,490.72,-0.082609,709.35,1.322,1.6,0.014609
0.00040361,1234.3,0.0058186,0,-0.39886,0.10395,0.053314,-0.0080608,-0.009918,492.22,-0.076818,710.5,1.3205,1.6,0.014887
0.00040391,1235.4,0.0058431,0,-0.39872,0.10555,0.054233,-0.0079474,-0.0099514,492.64,-0.07523,710.56,1.3201,1.6,0.01495
0.00040482,1237.9,0.0058883,0,-0.39846,0.10809,0.055751,-0.007731,-0.010027,493.54,-0.071743,710.26,1.3195,1.6,0.015065
0.00041354,1261.7,0.0063105,0,-0.39599,0.13135,0.069777,-0.0056695,-0.010714,502.25,-0.038106,707.56,1.3132,1.6,0.016145
0.00042358,1296.8,0.0066709,0,-0.39361,0.14254,0.078022,-0.004163,-0.01073,515.78,0.014146,709.39,1.3071,1.6,0.017068
0.00042608,1305.7,0.0067612,0,-0.39301,0.1454,0.08011,-0.0038142,-0.010733,519.19,0.027286,709.89,1.3055,1.6,0.017299
0.00042778,1313.6,0.0068281,0,-0.39251,0.14606,0.080924,-0.0036036,-0.010582,522.31,0.039349,711.31,1.3042,1.6,0.01747
